index,name,regular_price,regular_price_str,discount_price,discount_price_str,final_price,has_discount,scraped_at,url,store,page
1,DeLonghi Dedica Duo EC890.M,849.99,849.99₾,,,849.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
2,DELONGHI ECAM310.60.B,2599.99,2599.99₾,1799.99,1799.99₾,1799.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
3,DELONGHI ECAM22.110.SB,1699.99,1699.99₾,1099.99,1099.99₾,1099.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
4,DeLonghi Dedica Arte Grey EC885.GY,819.99,819.99₾,699.99,699.99₾,699.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
5,Delonghi Eletta Explore Silver ECAM450.6 ...,3299.99,3299.99₾,2639.99,2639.99₾,2639.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
6,DeLonghi Dedica Duo ‎EC890.WI,849.99,849.99₾,,,849.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
7,DeLonghi Eletta Explore ECAM450.55.S,3299.99,3299.99₾,2299.99,2299.99₾,2299.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
8,Delonghi Eletta Explore Titanium ECAM450 ...,3799.99,3799.99₾,3039.99,3039.99₾,3039.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
9,Delonghi Magnifica Plus MC INT1 DL ECAM3 ...,2599.99,2599.99₾,1799.99,1799.99₾,1799.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
10,DeLonghi Magnifica Evo ECAM290.61.B,2099.99,2099.99₾,1459.99,1459.99₾,1459.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
11,DeLonghi Dedica Duo Espresso Machine wit ...,849.99,849.99₾,,,849.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
12,DeLonghi PrimaDonna Aromatic ECAM630.55. ...,4999.99,4999.99₾,,,4999.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
13,DeLonghi PrimaDonna Aromatic ECAM630.55. ...,4999.99,4999.99₾,,,4999.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
14,DeLonghi Dinamica Plus ECAM380.95.TB,2999.99,2999.99₾,2549.99,2549.99₾,2549.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
15,DeLonghi Maestosa EPAM960.75.GLM,8699.99,8699.99₾,6959.99,6959.99₾,6959.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
16,DeLonghi Dedica Arte Beige Gold EC885.BG,819.99,819.99₾,,,819.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t,ELITE,1
