index,name,regular_price,regular_price_str,discount_price,discount_price_str,final_price,has_discount,scraped_at,url,store,page
1,DeLonghi Rivelia Fully Automatic Coffee  ...,2999.99,2999.99₾,1999.99,1999.99₾,1999.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
2,DeLonghi Rivelia Arctic Coffee Machine O ...,2999.99,2999.99₾,,,2999.99,False,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
3,DeLonghi ECAM320.70.TB,2649.99,2649.99₾,,,2649.99,False,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
4,DeLonghi PrimaDonna Aromatic ECAM630.75. ...,5099.99,5099.99₾,,,5099.99,False,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
5,DeLonghi Dedica EC685.M,799.99,799.99₾,549.99,549.99₾,549.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
6,DeLonghi Dedica EC685.BK,799.99,799.99₾,549.99,549.99₾,549.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
7,DeLonghi PrimaDonna Soul ECAM610.74.MB,4299.99,4299.99₾,,,4299.99,False,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
8,DeLonghi Dinamica Plus ECAM380.85.SB,2899.99,2899.99₾,1999.99,1999.99₾,1999.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
9,Delonghi Eletta Explore Silver ECAM450.6 ...,3299.99,3299.99₾,2499.99,2499.99₾,2499.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
10,DeLonghi Dinamica Plus ECAM370.70.B,3359.99,3359.99₾,,,3359.99,False,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
11,DeLonghi PrimaDonna Elite ECAM650.75.MS,5499.99,5499.99₾,3699.99,3699.99₾,3699.99,True,2025-10-14 14:57:33,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=2,ELITE,2
