name,price,discount_price,url,source,scraped_at
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:24
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam310-60-b/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Evo ECAM310.60.B₾2,599.99Original price was: ₾2,599.99.₾1,638.99Current price is: ₾1,638.99.",2599.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam310-60-b/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista EC9455.M₾2,599.00Original price was: ₾2,599.00.₾2,299.00Current price is: ₾2,299.00.",2599.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista EC9455.M₾2,599.00Original price was: ₾2,599.00.₾2,299.00Current price is: ₾2,299.00.",2599.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista EC9455.M₾2,599.00Original price was: ₾2,599.00.₾2,299.00Current price is: ₾2,299.00.",2599.0,,https://coffeehub.ge/product/delonghi-la-specialista-ec9455-m/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista EC9455.M₾2,599.00Original price was: ₾2,599.00.₾2,299.00Current price is: ₾2,299.00.",2599.0,,https://coffeehub.ge/product/delonghi-la-specialista-ec9455-m/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista Maestro₾3,659.00Original price was: ₾3,659.00.₾2,899.00Current price is: ₾2,899.00.",3659.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista Maestro₾3,659.00Original price was: ₾3,659.00.₾2,899.00Current price is: ₾2,899.00.",3659.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista Maestro₾3,659.00Original price was: ₾3,659.00.₾2,899.00Current price is: ₾2,899.00.",3659.0,,https://coffeehub.ge/product/delonghi-la-specialista-maestro/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi La Specialista Maestro₾3,659.00Original price was: ₾3,659.00.₾2,899.00Current price is: ₾2,899.00.",3659.0,,https://coffeehub.ge/product/delonghi-la-specialista-maestro/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Plus ECAM320.70.TB₾2,649.99Original price was: ₾2,649.99.₾1,759.99Current price is: ₾1,759.99.",2649.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Plus ECAM320.70.TB₾2,649.99Original price was: ₾2,649.99.₾1,759.99Current price is: ₾1,759.99.",2649.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Plus ECAM320.70.TB₾2,649.99Original price was: ₾2,649.99.₾1,759.99Current price is: ₾1,759.99.",2649.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam320-70-tb/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Magnifica Plus ECAM320.70.TB₾2,649.99Original price was: ₾2,649.99.₾1,759.99Current price is: ₾1,759.99.",2649.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam320-70-tb/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Maestosa EPAM960.75.GLM₾8,699.99Original price was: ₾8,699.99.₾5,670.99Current price is: ₾5,670.99.",8699.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Maestosa EPAM960.75.GLM₾8,699.99Original price was: ₾8,699.99.₾5,670.99Current price is: ₾5,670.99.",8699.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Maestosa EPAM960.75.GLM₾8,699.99Original price was: ₾8,699.99.₾5,670.99Current price is: ₾5,670.99.",8699.99,,https://coffeehub.ge/product/delonghi-maestosa-epam960-75-glm/,COFFEEHUB,2025-10-24 14:52:25
"DeLonghi Maestosa EPAM960.75.GLM₾8,699.99Original price was: ₾8,699.99.₾5,670.99Current price is: ₾5,670.99.",8699.99,,https://coffeehub.ge/product/delonghi-maestosa-epam960-75-glm/,COFFEEHUB,2025-10-24 14:52:25
