index,name,regular_price,regular_price_str,discount_price,discount_price_str,final_price,has_discount,scraped_at,url
20,DeLonghi Magnifica S (ECAM22.114.B),1699.0,1699₾,1189.0,1189₾,1189.0,True,2025-10-07 12:22:26,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
21,DeLonghi PrimaDonna Aromatic (ECAM630.55.SSM),4999.0,4999₾,3499.0,3499₾,3499.0,True,2025-10-07 12:22:56,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
22,DeLonghi PrimaDonna Aromatic (ECAM630.55.SM),4999.0,4999₾,3499.0,3499₾,3499.0,True,2025-10-07 12:23:27,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
23,DeLonghi LatteCrema Cool Upgrade Set (DLSC032),199.0,199₾,199.0,199₾,199.0,True,2025-10-07 12:24:17,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
24,DeLonghi IdealFry FH2101/1.W,719.0,719₾,719.0,719₾,719.0,True,2025-10-07 12:25:07,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
25,Delonghi CTJ2103.BK,299.0,299₾,209.0,209₾,209.0,True,2025-10-07 12:25:37,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
26,DeLonghi DLSC200 EcoDecalk Eco-Friendly Universal Descaling Solution,29.0,29₾,29.0,29₾,29.0,True,2025-10-07 12:26:27,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
27,DeLonghi Magnifica S Smart (ECAM250.33.TB),1999.0,1999₾,1399.0,1399₾,1399.0,True,2025-10-07 12:26:58,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
28,DeLonghi Magnifica Evo ECAM290.61.B,2099.0,2099₾,1469.0,1469₾,1469.0,True,2025-10-07 12:27:28,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
29,DeLonghi ECAM610.55.SB,4099.0,4099₾,2869.0,2869₾,2869.0,True,2025-10-07 12:27:58,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
30,Delonghi Maestosa (EPAM960.75.GLM),8699.0,8699₾,6089.0,6089₾,6089.0,True,2025-10-07 12:28:28,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
31,DeLonghi Coffee Machine Water Filter (DLSC002),29.0,29₾,29.0,29₾,29.0,True,2025-10-07 12:29:18,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
32,DeLonghi ECAM21.117.SB,1699.0,1699₾,1189.0,1189₾,1189.0,True,2025-10-07 12:29:49,https://alta.ge/en/small-domestic-appliances/brand=delonghi;-c7s
