name,price,discount_price,url,source,scraped_at
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam310-60-b/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi Magnifica Evo ECAM310.60.B,2599.99,,https://coffeehub.ge/product/delonghi-magnifica-ecam310-60-b/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista EC9455.M,2599.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista EC9455.M,2599.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista EC9455.M,2599.0,,https://coffeehub.ge/product/delonghi-la-specialista-ec9455-m/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista EC9455.M,2599.0,,https://coffeehub.ge/product/delonghi-la-specialista-ec9455-m/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Opera,2999.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Opera,2999.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Opera,2999.0,,https://coffeehub.ge/product/delonghi-la-specialista-opera/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Opera,2999.0,,https://coffeehub.ge/product/delonghi-la-specialista-opera/,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Maestro,3659.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
DeLonghi La Specialista Maestro,3659.0,,https://coffeehub.ge#,COFFEEHUB,2025-10-29 12:11:47
